,Titulares,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,equipo,jornada,Minutos,cambioN,localizacion
8613,Yangel Herrera,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.75,huesca,24,57.0,57.0,0
8614,Moi Gómez,1.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,0.765,huesca,24,90.0,0.0,0
8615,Christian Rivera,2.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,0.809,huesca,24,90.0,0.0,0
8616,Enric Gallego,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.52,huesca,24,90.0,0.0,0
8617,Chimy Ávila,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.385,huesca,24,71.0,71.0,0
8618,Aleksandar Jovanovic,,,,,,,,,,,,,huesca,24,0.0,0.0,0
8619,Juan Aguilera,,,,,,,,,,,,,huesca,24,0.0,0.0,0
8620,David Ferreiro,2.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.889,huesca,24,23.0,67.0,0
8621,Álex Gallar,,,,,,,,,,,,,huesca,24,0.0,0.0,0
8622,Juanpi Añor,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.941,huesca,24,33.0,57.0,0
8623,Damián Musto,,,,,,,,,,,,,huesca,24,0.0,0.0,0
8624,Cucho Hernández,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,huesca,24,19.0,71.0,0
8625,Iago Herrerín,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.541,athletic,24,90.0,0.0,1
8626,Íñigo Martínez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.643,athletic,24,90.0,0.0,1
8627,Yeray Álvarez,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.938,athletic,24,90.0,0.0,1
8628,Mikel San José,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.765,athletic,24,90.0,0.0,1
8629,Yuri Berchiche,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.846,athletic,24,90.0,0.0,1
8630,Ander Capa,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5770000000000001,athletic,24,90.0,0.0,1
8631,Beñat Etxebarria,0.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7959999999999999,athletic,24,90.0,0.0,1
8632,Iker Muniaín,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.775,athletic,24,73.0,73.0,1
8633,Markel Susaeta,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.85,athletic,24,67.0,67.0,1
8634,Raúl García,4.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.515,athletic,24,85.0,85.0,1
8635,Iñaki Williams,2.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.8,athletic,24,90.0,0.0,1
8636,Unai Simón,,,,,,,,,,,,,athletic,24,0.0,0.0,1
8637,Unai Núñez,,,,,,,,,,,,,athletic,24,0.0,0.0,1
8638,Mikel Balenziaga,,,,,,,,,,,,,athletic,24,0.0,0.0,1
8639,Ander Iturraspe,,,,,,,,,,,,,athletic,24,0.0,0.0,1
8640,Íñigo Córdoba,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.125,athletic,24,17.0,73.0,1
8641,Unai López,,,,,,,,,,,,,athletic,24,0.0,0.0,1
8642,Ibai Gómez,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,athletic,24,23.0,67.0,1
8643,Kenan Kodro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,athletic,24,5.0,85.0,1
8644,Diego López,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757,espanyol,25,90.0,0.0,0
8645,Roberto Rosales,0.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.75,espanyol,25,90.0,0.0,0
8646,Didac Vilà,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.865,espanyol,25,63.0,63.0,0
8647,David López,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.885,espanyol,25,90.0,0.0,0
8648,Mario Hermoso,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.913,espanyol,25,90.0,0.0,0
8649,Sergi Darder,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.767,espanyol,25,90.0,0.0,0
8650,Óscar Melendo,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.838,espanyol,25,90.0,0.0,0
8651,Marc Roca,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.929,espanyol,25,77.0,77.0,0
8652,Esteban Granero,1.0,1.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.878,espanyol,25,63.0,63.0,0
8653,Borja Iglesias,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.55,espanyol,25,90.0,0.0,0
8654,Wu Lei,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.8,espanyol,25,90.0,0.0,0
8655,Roberto Jiménez,,,,,,,,,,,,,espanyol,25,0.0,0.0,0
8656,Adrià Pedrosa,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.667,espanyol,25,27.0,63.0,0
8657,Víctor Sánchez,,,,,,,,,,,,,espanyol,25,0.0,0.0,0
8658,Hernán Pérez,,,,,,,,,,,,,espanyol,25,0.0,0.0,0
8659,Alfa Semedo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,espanyol,25,13.0,77.0,0
8660,Javi Puado,,,,,,,,,,,,,espanyol,25,0.0,0.0,0
8661,Facundo Ferreyra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,espanyol,25,27.0,63.0,0
8662,Roberto Santamaría,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,huesca,25,90.0,0.0,1
8663,Xabier Etxeita,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.737,huesca,25,90.0,0.0,1
8664,Jorge Pulido,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.741,huesca,25,90.0,0.0,1
8665,Carlos Akapo,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.727,huesca,25,90.0,0.0,1
8666,Adrián Diéguez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.75,huesca,25,90.0,0.0,1
8667,Javi Galán,1.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.65,huesca,25,90.0,0.0,1
8668,Moi Gómez,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.7829999999999999,huesca,25,90.0,0.0,1
8669,Christian Rivera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.688,huesca,25,67.0,67.0,1
8670,Juanpi Añor,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.875,huesca,25,81.0,81.0,1
8671,Chimy Ávila,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5379999999999999,huesca,25,70.0,70.0,1
8672,Enric Gallego,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,0.579,huesca,25,90.0,0.0,1
8673,Aleksandar Jovanovic,,,,,,,,,,,,,huesca,25,0.0,0.0,1
8674,Juan Aguilera,,,,,,,,,,,,,huesca,25,0.0,0.0,1
8675,David Ferreiro,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.667,huesca,25,20.0,70.0,1
8676,Álex Gallar,,,,,,,,,,,,,huesca,25,0.0,0.0,1
8677,Damián Musto,,,,,,,,,,,,,huesca,25,0.0,0.0,1
8678,Yangel Herrera,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.706,huesca,25,23.0,67.0,1
8679,Cucho Hernández,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,huesca,25,9.0,81.0,1
8680,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,getafe,25,90.0,0.0,0
8681,Dakonam Djené,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,getafe,25,90.0,0.0,0
8682,Vitorino Antunes,1.0,0.0,7.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.583,getafe,25,90.0,0.0,0
8683,Leandro Cabrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.6759999999999999,getafe,25,90.0,0.0,0
8684,Damián Suárez,1.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,0.7140000000000001,getafe,25,90.0,0.0,0
8685,Francisco Portillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7240000000000001,getafe,25,72.0,72.0,0
8686,Mathieu Flamini,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.84,getafe,25,90.0,0.0,0
8687,Nemanja Maksimovic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.737,getafe,25,90.0,0.0,0
8688,Dimitri Foulquier,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.45,getafe,25,90.0,0.0,0
8689,Jaime Mata,4.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.667,getafe,25,90.0,,0
8690,Jorge Molina,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.524,getafe,25,83.0,83.0,0
8691,Leandro Chichizola,,,,,,,,,,,,,getafe,25,0.0,0.0,0
8692,Ignasi Miquel,,,,,,,,,,,,,getafe,25,0.0,0.0,0
8693,Mathias Olivera,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,getafe,25,18.0,72.0,0
8694,Samuel Sáiz,,,,,,,,,,,,,getafe,25,0.0,0.0,0
8695,Sebastián Cristóforo,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,getafe,25,7.0,83.0,0
8696,Ángel Rodríguez,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,getafe,25,0.0,,0
8697,Hugo Duro,,,,,,,,,,,,,getafe,25,0.0,0.0,0
8698,Stole Dimitrievski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,rayo,25,90.0,0.0,1
8699,Tito,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.816,rayo,25,90.0,0.0,1
8700,Álex Moreno,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.821,rayo,25,90.0,0.0,1
8701,Jordi Amat,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.845,rayo,25,90.0,0.0,1
8702,Emiliano Velázquez,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.58,rayo,25,70.0,70.0,1
8703,Abdoulaye Ba,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.857,rayo,25,90.0,0.0,1
8704,Óscar Trejo,2.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,2.0,3.0,0.0,0.795,rayo,25,90.0,0.0,1
8705,Adrián Embarba,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.75,rayo,25,54.0,54.0,1
8706,Giannelli Imbula,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,rayo,25,59.0,59.0,1
8707,Santi Comesaña,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.897,rayo,25,90.0,0.0,1
8708,Raúl De Tomás,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.643,rayo,25,90.0,0.0,1
8709,Alberto García,,,,,,,,,,,,,rayo,25,0.0,0.0,1
8710,Luis Advíncula,,,,,,,,,,,,,rayo,25,0.0,0.0,1
8711,Álvaro García,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.733,rayo,25,36.0,54.0,1
8712,José Ángel Pozo ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,rayo,25,90.0,0.0,1
8713,Mario Suárez,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.774,rayo,25,31.0,59.0,1
8714,Bebé,,,,,,,,,,,,,rayo,25,0.0,0.0,1
8715,Franco Di Santo,,,,,,,,,,,,,rayo,25,0.0,0.0,1
8716,Tomáš Vaclík,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,sevilla,25,90.0,0.0,0
8717,Sergi Gómez,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.778,sevilla,25,90.0,0.0,0
8718,Simon Kjaer,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.75,sevilla,25,90.0,0.0,0
8719,Jesús Navas,1.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8240000000000001,sevilla,25,90.0,0.0,0
8720,Gabriel Mercado,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.8,sevilla,25,50.0,50.0,0
8721,Maximilian Wöber,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.625,sevilla,25,57.0,57.0,0
8722,Éver Banega,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.8909999999999999,sevilla,25,90.0,0.0,0
8723,Pablo Sarabia,1.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.84,sevilla,25,90.0,0.0,0
8724,Marko Rog,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.846,sevilla,25,61.0,61.0,0
8725,Wissam Ben Yedder,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.833,sevilla,25,90.0,0.0,0
8726,Quincy Promes,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.759,sevilla,25,90.0,0.0,0
8727,Juan Soriano,,,,,,,,,,,,,sevilla,25,0.0,0.0,0
8728,Guilherme Arana,,,,,,,,,,,,,sevilla,25,0.0,0.0,0
8729,Ibrahim Amadou,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,sevilla,25,33.0,57.0,0
8730,Roque Mesa,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,sevilla,25,29.0,61.0,0
8731,Franco Vázquez,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.643,sevilla,25,40.0,50.0,0
8732,André Silva,,,,,,,,,,,,,sevilla,25,0.0,0.0,0
8733,Munir El Haddadi,,,,,,,,,,,,,sevilla,25,0.0,0.0,0
8734,Marc-André ter Stegen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,barcelona,25,90.0,0.0,1
8735,Nélson Semedo,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.737,barcelona,25,45.0,45.0,1
8736,Gerard Piqué,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.825,barcelona,25,90.0,0.0,1
8737,Jordi Alba,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.804,barcelona,25,90.0,0.0,1
8738,Samuel Umtiti,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.932,barcelona,25,90.0,0.0,1
8739,Ivan Rakitic,1.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.976,barcelona,25,90.0,0.0,1
8740,Sergio Busquets,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.883,barcelona,25,90.0,0.0,1
8741,Philippe Coutinho,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.907,barcelona,25,78.0,78.0,1
8742,Arturo Vidal,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.762,barcelona,25,45.0,45.0,1
8743,Luis Suárez,2.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,3.0,0.88,barcelona,25,90.0,0.0,1
8744,Lionel Messi,8.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.737,barcelona,25,90.0,0.0,1
8745,Iñaki Peña,,,,,,,,,,,,,barcelona,25,0.0,0.0,1
8746,Clément Lenglet,,,,,,,,,,,,,barcelona,25,0.0,0.0,1
8747,Jeison Murillo,,,,,,,,,,,,,barcelona,25,0.0,0.0,1
8748,Sergi Roberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.962,barcelona,25,45.0,45.0,1
8749,Malcom,,,,,,,,,,,,,barcelona,25,0.0,0.0,1
8750,Carles Aleñá,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,barcelona,25,12.0,78.0,1
8751,Ousmane Dembélé,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.72,barcelona,25,45.0,45.0,1
8752,Fernando Pacheco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,alaves,25,90.0,0.0,0
8753,Rubén Duarte,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.674,alaves,25,90.0,0.0,0
8754,Víctor Laguardia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.8390000000000001,alaves,25,90.0,0.0,0
8755,Guillermo Maripán,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7959999999999999,alaves,25,90.0,0.0,0
8756,Ximo Navarro,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.833,alaves,25,90.0,0.0,0
8757,Tomás Pina,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,1.0,0.902,alaves,25,90.0,0.0,0
8758,Manu García,4.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.7859999999999999,alaves,25,90.0,0.0,0
8759,Darko Brasanac,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.833,alaves,25,74.0,74.0,0
8760,Jony Rodríguez,2.0,1.0,10.0,6.0,1.0,0.0,3.0,0.0,1.0,2.0,8.0,0.522,alaves,25,90.0,0.0,0
8761,Takashi Inui,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.889,alaves,25,73.0,73.0,0
8762,Jonathan Calleri,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.636,alaves,25,79.0,79.0,0
8763,Antonio Sivera,,,,,,,,,,,,,alaves,25,0.0,0.0,0
8764,Carlos Vigaray,,,,,,,,,,,,,alaves,25,0.0,0.0,0
8765,Adrián Marín,,,,,,,,,,,,,alaves,25,0.0,0.0,0
8766,Mubarak Wakaso,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.733,alaves,25,16.0,74.0,0
8767,Álex Blanco,,,,,,,,,,,,,alaves,25,0.0,0.0,0
8768,Borja Bastón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,alaves,25,11.0,79.0,0
8769,Diego Rolan,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,alaves,25,17.0,73.0,0
8770,Rubén Blanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629,celta,25,90.0,0.0,1
8771,Hugo Mallo,1.0,0.0,8.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,0.563,celta,25,90.0,0.0,1
8772,David Costas,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.8959999999999999,celta,25,90.0,0.0,1
8773,Néstor Araujo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.949,celta,25,90.0,0.0,1
8774,Wesley Hoedt,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.871,celta,25,90.0,0.0,1
8775,David Juncà,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.7140000000000001,celta,25,90.0,0.0,1
8776,Okay Yokuslu,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.773,celta,25,63.0,63.0,1
8777,Stanislav Lobotka,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,1.0,0.895,celta,25,90.0,0.0,1
8778,Mathias Jensen,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.773,celta,25,66.0,66.0,1
8779,Brais Méndez,4.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.765,celta,25,92.0,92.0,1
8780,Maxi Gómez,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.76,celta,25,90.0,0.0,1
8781,Sergio Álvarez,,,,,,,,,,,,,celta,25,0.0,0.0,1
8782,Gustavo Cabral,,,,,,,,,,,,,celta,25,0.0,0.0,1
8783,Fran Beltrán,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.867,celta,25,27.0,63.0,1
8784,Andrew Hjulsager,,,,,,,,,,,,,celta,25,0.0,0.0,1
8785,Sofiane Boufal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.778,celta,25,24.0,66.0,1
8786,Jozabed Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,celta,25,-2.0,92.0,1
8787,Emmanuel Apeh,,,,,,,,,,,,,celta,25,0.0,0.0,1
8788,Iago Herrerín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,athletic,25,90.0,0.0,0
8789,Íñigo Martínez,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.611,athletic,25,90.0,0.0,0
8790,Yeray Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.708,athletic,25,90.0,0.0,0
8791,Yuri Berchiche,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.588,athletic,25,90.0,0.0,0
8792,Óscar De Marcos,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.556,athletic,25,90.0,0.0,0
8793,Ander Capa,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.5529999999999999,athletic,25,90.0,0.0,0
8794,Beñat Etxebarria,1.0,0.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.7879999999999999,athletic,25,62.0,62.0,0
8795,Iker Muniaín,2.0,2.0,4.0,2.0,3.0,6.0,1.0,1.0,0.0,4.0,2.0,0.7859999999999999,athletic,25,89.0,89.0,0
8796,Dani García,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.596,athletic,25,90.0,0.0,0
8797,Raúl García,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.486,athletic,25,71.0,71.0,0
8798,Iñaki Williams,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.565,athletic,25,90.0,0.0,0
8799,Unai Simón,,,,,,,,,,,,,athletic,25,0.0,0.0,0
8800,Unai Núñez,,,,,,,,,,,,,athletic,25,0.0,0.0,0
8801,Mikel San José ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.667,athletic,25,90.0,0.0,0
8802,Mikel Balenziaga,,,,,,,,,,,,,athletic,25,0.0,0.0,0
8803,Markel Susaeta,,,,,,,,,,,,,athletic,25,0.0,0.0,0
8804,Ibai Gómez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,athletic,25,1.0,89.0,0
8805,Kenan Kodro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,athletic,25,19.0,71.0,0
8806,Asier Riesgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,eibar,25,90.0,0.0,1
8807,Rubén Peña,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.792,eibar,25,90.0,0.0,1
8808,Paulo Oliveira,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.604,eibar,25,90.0,0.0,1
8809,José Ángel,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.581,eibar,25,80.0,80.0,1
8810,Anaitz Arbilla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,eibar,25,90.0,0.0,1
8811,Pape Diop,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.609,eibar,25,59.0,59.0,1
8812,Fabián Orellana,1.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,0.706,eibar,25,90.0,0.0,1
8813,Marc Cucurella,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.75,eibar,25,90.0,0.0,1
8814,Joan Jordan,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.862,eibar,25,90.0,0.0,1
8815,Kike García,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.333,eibar,25,59.0,59.0,1
