Titulares,T,TaP,C,CP,CF,Reg,PA,partido,equipo,Jornada
422,1.0,0.0,0.0,0.0,0.0,0,0,207,betis,21
1544,0.0,0.0,1.0,0.0,1.0,0,0,207,betis,21
25,0.0,0.0,0.0,0.0,0.0,1,1,207,betis,21
31,2.0,1.0,6.0,3.0,0.0,2,3,207,betis,21
851,2.0,0.0,0.0,0.0,0.0,3,0,207,betis,21
710,0.0,0.0,0.0,0.0,0.0,5,0,207,betis,21
1545,2.0,1.0,1.0,0.0,1.0,4,0,207,betis,21
1546,0.0,0.0,0.0,0.0,0.0,0,0,207,betis,21
77,0.0,0.0,0.0,0.0,0.0,0,0,208,real_sociedad,21
81,0.0,0.0,4.0,0.0,1.0,0,0,208,real_sociedad,21
78,0.0,0.0,0.0,0.0,0.0,0,0,208,real_sociedad,21
79,1.0,0.0,2.0,0.0,1.0,0,0,208,real_sociedad,21
648,1.0,0.0,0.0,0.0,0.0,0,0,208,real_sociedad,21
82,0.0,0.0,3.0,0.0,0.0,0,0,208,real_sociedad,21
83,1.0,0.0,0.0,0.0,0.0,1,2,208,real_sociedad,21
1547,2.0,0.0,0.0,0.0,0.0,2,0,208,real_sociedad,21
329,0.0,0.0,3.0,0.0,2.0,1,0,208,real_sociedad,21
1548,0.0,0.0,0.0,0.0,0.0,0,0,208,real_sociedad,21
1549,3.0,1.0,2.0,1.0,0.0,0,2,208,real_sociedad,21
1316,0.0,0.0,0.0,0.0,0.0,0,0,208,huesca,21
124,0.0,0.0,0.0,0.0,0.0,0,0,208,huesca,21
122,0.0,0.0,0.0,0.0,0.0,0,0,208,huesca,21
842,1.0,0.0,0.0,0.0,0.0,0,0,208,huesca,21
1201,0.0,0.0,0.0,0.0,0.0,0,0,208,huesca,21
123,1.0,0.0,2.0,0.0,1.0,1,0,208,huesca,21
129,1.0,0.0,4.0,1.0,0.0,1,3,208,huesca,21
1122,0.0,0.0,1.0,0.0,0.0,1,0,208,huesca,21
1550,2.0,0.0,2.0,1.0,0.0,0,0,208,huesca,21
1551,3.0,1.0,1.0,0.0,1.0,0,0,208,huesca,21
1552,0.0,0.0,0.0,0.0,0.0,1,1,208,huesca,21
55,0.0,0.0,0.0,0.0,0.0,0,0,209,espanyol,21
1553,2.0,0.0,1.0,0.0,0.0,0,0,209,espanyol,21
58,0.0,0.0,2.0,0.0,0.0,1,2,209,espanyol,21
59,0.0,0.0,0.0,0.0,0.0,0,0,209,espanyol,21
1497,0.0,0.0,0.0,0.0,0.0,0,0,209,espanyol,21
1554,1.0,1.0,0.0,0.0,0.0,2,0,209,espanyol,21
1555,1.0,0.0,0.0,0.0,0.0,0,0,209,espanyol,21
62,0.0,0.0,0.0,0.0,0.0,1,2,209,espanyol,21
268,1.0,0.0,0.0,0.0,0.0,2,1,209,espanyol,21
364,3.0,2.0,1.0,0.0,0.0,0,0,209,espanyol,21
64,2.0,2.0,0.0,0.0,1.0,1,0,209,espanyol,21
342,0.0,0.0,0.0,0.0,0.0,1,0,209,real_madrid,21
1556,1.0,1.0,0.0,0.0,0.0,0,0,209,real_madrid,21
1557,0.0,0.0,0.0,0.0,0.0,0,0,209,real_madrid,21
155,1.0,1.0,2.0,0.0,2.0,1,0,209,real_madrid,21
928,0.0,0.0,0.0,0.0,0.0,2,0,209,real_madrid,21
159,3.0,0.0,6.0,1.0,2.0,1,3,209,real_madrid,21
1558,2.0,2.0,2.0,2.0,1.0,1,2,209,real_madrid,21
278,0.0,0.0,0.0,0.0,0.0,2,1,209,real_madrid,21
799,2.0,1.0,1.0,0.0,1.0,5,2,209,real_madrid,21
163,4.0,2.0,1.0,0.0,0.0,4,5,209,real_madrid,21
1559,1.0,1.0,0.0,0.0,0.0,3,1,209,real_madrid,21
99,0.0,0.0,0.0,0.0,0.0,0,0,210,alaves,21
103,0.0,0.0,4.0,0.0,1.0,0,0,210,alaves,21
100,0.0,0.0,13.0,6.0,0.0,0,4,210,alaves,21
101,1.0,0.0,0.0,0.0,1.0,0,0,210,alaves,21
102,1.0,0.0,0.0,0.0,0.0,0,0,210,alaves,21
1560,1.0,1.0,0.0,0.0,1.0,0,0,210,alaves,21
1561,1.0,0.0,1.0,0.0,1.0,0,0,210,alaves,21
492,2.0,0.0,3.0,1.0,1.0,0,0,210,alaves,21
107,3.0,0.0,7.0,2.0,0.0,3,2,210,alaves,21
1562,0.0,0.0,0.0,0.0,0.0,0,1,210,alaves,21
494,6.0,0.0,2.0,0.0,1.0,1,1,210,alaves,21
1030,0.0,0.0,0.0,0.0,0.0,0,0,210,rayo,21
135,1.0,1.0,4.0,1.0,0.0,0,1,210,rayo,21
137,0.0,0.0,0.0,0.0,0.0,2,0,210,rayo,21
1110,0.0,0.0,1.0,1.0,0.0,2,1,210,rayo,21
251,1.0,0.0,5.0,3.0,2.0,2,1,210,rayo,21
136,1.0,0.0,0.0,0.0,0.0,1,0,210,rayo,21
1563,1.0,0.0,0.0,0.0,0.0,2,2,210,rayo,21
1564,2.0,0.0,6.0,2.0,1.0,0,2,210,rayo,21
387,2.0,0.0,0.0,0.0,0.0,2,1,210,rayo,21
389,0.0,0.0,0.0,0.0,0.0,2,0,210,rayo,21
1565,4.0,1.0,0.0,0.0,0.0,1,2,210,rayo,21
1316,0.0,0.0,0.0,0.0,0.0,0,0,211,huesca,22
124,0.0,0.0,0.0,0.0,0.0,0,0,211,huesca,22
122,1.0,1.0,0.0,0.0,0.0,0,0,211,huesca,22
1201,0.0,0.0,0.0,0.0,0.0,0,0,211,huesca,22
123,0.0,0.0,4.0,2.0,0.0,1,1,211,huesca,22
1566,0.0,0.0,3.0,0.0,0.0,1,1,211,huesca,22
129,1.0,1.0,7.0,1.0,1.0,0,1,211,huesca,22
1122,0.0,0.0,0.0,0.0,0.0,1,0,211,huesca,22
1567,2.0,1.0,0.0,0.0,3.0,1,0,211,huesca,22
1568,1.0,1.0,1.0,1.0,0.0,1,4,211,huesca,22
1569,4.0,2.0,1.0,0.0,2.0,2,0,211,huesca,22
11,0.0,0.0,0.0,0.0,0.0,0,0,211,valladolid,22
1570,0.0,0.0,0.0,0.0,0.0,0,0,211,valladolid,22
14,0.0,0.0,0.0,0.0,0.0,0,0,211,valladolid,22
692,0.0,0.0,6.0,3.0,0.0,0,4,211,valladolid,22
15,1.0,1.0,2.0,0.0,0.0,0,1,211,valladolid,22
20,1.0,1.0,0.0,0.0,0.0,0,0,211,valladolid,22
19,4.0,1.0,3.0,0.0,1.0,1,0,211,valladolid,22
1571,0.0,0.0,1.0,0.0,1.0,1,0,211,valladolid,22
1572,0.0,0.0,8.0,2.0,4.0,2,0,211,valladolid,22
259,2.0,1.0,5.0,0.0,0.0,0,0,211,valladolid,22
1527,1.0,0.0,0.0,0.0,1.0,1,0,211,valladolid,22
1573,0.0,0.0,0.0,0.0,0.0,0,0,212,levante,22
34,0.0,0.0,3.0,2.0,0.0,2,0,212,levante,22
37,0.0,0.0,1.0,0.0,2.0,1,0,212,levante,22
804,0.0,0.0,0.0,0.0,0.0,0,0,212,levante,22
653,1.0,0.0,1.0,0.0,1.0,0,0,212,levante,22
292,1.0,0.0,1.0,0.0,0.0,1,0,212,levante,22
1574,0.0,0.0,3.0,1.0,0.0,4,3,212,levante,22
741,2.0,1.0,3.0,0.0,0.0,2,0,212,levante,22
42,0.0,0.0,3.0,0.0,1.0,1,1,212,levante,22
1331,3.0,2.0,2.0,1.0,1.0,0,2,212,levante,22
40,1.0,1.0,2.0,0.0,1.0,1,1,212,levante,22
165,0.0,0.0,0.0,0.0,0.0,0,0,212,getafe,22
1575,0.0,0.0,0.0,0.0,0.0,1,0,212,getafe,22
168,1.0,0.0,6.0,2.0,2.0,1,2,212,getafe,22
1576,0.0,0.0,1.0,0.0,1.0,1,1,212,getafe,22
1577,1.0,0.0,1.0,0.0,0.0,6,2,212,getafe,22
1578,0.0,0.0,0.0,0.0,0.0,0,0,212,getafe,22
171,0.0,0.0,1.0,0.0,1.0,1,2,212,getafe,22
170,3.0,0.0,0.0,0.0,0.0,2,0,212,getafe,22
832,0.0,0.0,0.0,0.0,0.0,0,0,212,getafe,22
738,0.0,0.0,1.0,0.0,0.0,0,1,212,getafe,22
627,1.0,1.0,2.0,0.0,1.0,0,1,212,getafe,22
77,0.0,0.0,0.0,0.0,0.0,0,0,213,real_sociedad,22
81,1.0,0.0,1.0,1.0,1.0,3,0,213,real_sociedad,22
78,0.0,0.0,0.0,0.0,0.0,0,0,213,real_sociedad,22
79,0.0,0.0,0.0,0.0,0.0,2,0,213,real_sociedad,22
648,1.0,0.0,0.0,0.0,0.0,0,0,213,real_sociedad,22
1579,0.0,0.0,1.0,0.0,0.0,0,0,213,real_sociedad,22
483,0.0,0.0,1.0,1.0,0.0,2,1,213,real_sociedad,22
329,1.0,1.0,1.0,0.0,0.0,3,1,213,real_sociedad,22
1580,0.0,0.0,6.0,2.0,1.0,3,1,213,real_sociedad,22
650,0.0,0.0,0.0,0.0,0.0,0,0,213,real_sociedad,22
1581,3.0,1.0,0.0,0.0,1.0,0,2,213,real_sociedad,22
391,0.0,0.0,0.0,0.0,0.0,0,0,213,athletic,22
392,1.0,1.0,0.0,0.0,0.0,0,0,213,athletic,22
199,0.0,0.0,0.0,0.0,0.0,0,0,213,athletic,22
1582,0.0,0.0,0.0,0.0,0.0,0,1,213,athletic,22
201,0.0,0.0,0.0,0.0,0.0,2,0,213,athletic,22
591,0.0,0.0,3.0,0.0,1.0,1,0,213,athletic,22
1583,1.0,0.0,0.0,0.0,0.0,1,0,213,athletic,22
1584,1.0,1.0,1.0,0.0,1.0,0,0,213,athletic,22
205,1.0,0.0,0.0,0.0,0.0,0,0,213,athletic,22
104,0.0,0.0,5.0,2.0,0.0,2,1,213,athletic,22
207,0.0,0.0,0.0,0.0,1.0,0,0,213,athletic,22
88,0.0,0.0,0.0,0.0,0.0,0,0,214,barcelona,22
89,1.0,0.0,1.0,0.0,1.0,2,0,214,barcelona,22
90,0.0,0.0,0.0,0.0,0.0,0,0,214,barcelona,22
92,1.0,0.0,2.0,0.0,1.0,1,1,214,barcelona,22
789,1.0,0.0,0.0,0.0,0.0,0,0,214,barcelona,22
94,2.0,1.0,2.0,0.0,0.0,1,1,214,barcelona,22
262,3.0,1.0,5.0,0.0,2.0,0,1,214,barcelona,22
1585,1.0,1.0,0.0,0.0,0.0,2,1,214,barcelona,22
1193,0.0,0.0,0.0,0.0,0.0,1,2,214,barcelona,22
96,2.0,0.0,1.0,1.0,2.0,2,2,214,barcelona,22
97,8.0,5.0,1.0,0.0,1.0,1,3,214,barcelona,22
176,0.0,0.0,0.0,0.0,0.0,0,0,214,valencia,22
177,1.0,0.0,0.0,0.0,0.0,0,0,214,valencia,22
654,0.0,0.0,0.0,0.0,0.0,0,0,214,valencia,22
180,0.0,0.0,2.0,1.0,0.0,1,2,214,valencia,22
607,0.0,0.0,0.0,0.0,0.0,0,0,214,valencia,22
181,5.0,3.0,2.0,1.0,0.0,1,2,214,valencia,22
541,1.0,0.0,2.0,0.0,0.0,0,2,214,valencia,22
1586,0.0,0.0,0.0,0.0,0.0,0,0,214,valencia,22
184,1.0,0.0,1.0,0.0,1.0,0,3,214,valencia,22
1587,2.0,1.0,0.0,0.0,0.0,0,0,214,valencia,22
1588,3.0,2.0,0.0,0.0,0.0,2,1,214,valencia,22
1117,0.0,0.0,0.0,0.0,0.0,0,0,215,celta,22
45,0.0,0.0,6.0,2.0,2.0,0,2,215,celta,22
48,0.0,0.0,0.0,0.0,0.0,0,0,215,celta,22
612,0.0,0.0,1.0,0.0,0.0,0,1,215,celta,22
46,2.0,0.0,0.0,0.0,0.0,0,0,215,celta,22
1106,1.0,1.0,0.0,0.0,0.0,0,0,215,celta,22
52,1.0,1.0,0.0,0.0,0.0,1,3,215,celta,22
1589,1.0,1.0,0.0,0.0,0.0,5,2,215,celta,22
1590,3.0,1.0,0.0,0.0,0.0,1,0,215,celta,22
716,1.0,0.0,2.0,1.0,1.0,0,1,215,celta,22
335,1.0,0.0,0.0,0.0,1.0,0,0,215,celta,22
143,0.0,0.0,0.0,0.0,0.0,0,0,215,sevilla,22
147,0.0,0.0,1.0,0.0,0.0,0,1,215,sevilla,22
144,1.0,1.0,0.0,0.0,0.0,0,1,215,sevilla,22
1591,0.0,0.0,1.0,0.0,0.0,1,0,215,sevilla,22
146,0.0,0.0,0.0,0.0,0.0,0,0,215,sevilla,22
381,2.0,0.0,9.0,2.0,0.0,4,3,215,sevilla,22
1592,2.0,0.0,2.0,0.0,0.0,0,1,215,sevilla,22
823,0.0,0.0,1.0,1.0,0.0,1,2,215,sevilla,22
824,4.0,1.0,1.0,0.0,1.0,1,0,215,sevilla,22
153,1.0,0.0,1.0,1.0,1.0,1,1,215,sevilla,22
978,1.0,0.0,3.0,0.0,2.0,3,1,215,sevilla,22
66,0.0,0.0,0.0,0.0,0.0,0,0,216,villarreal,22
1593,0.0,0.0,3.0,0.0,0.0,0,0,216,villarreal,22
73,2.0,1.0,5.0,0.0,0.0,2,2,216,villarreal,22
69,0.0,0.0,0.0,0.0,0.0,0,0,216,villarreal,22
68,2.0,0.0,0.0,0.0,0.0,0,0,216,villarreal,22
1594,0.0,0.0,0.0,0.0,0.0,0,0,216,villarreal,22
814,1.0,1.0,7.0,3.0,1.0,7,3,216,villarreal,22
1472,1.0,1.0,0.0,0.0,0.0,0,0,216,villarreal,22
1595,1.0,0.0,2.0,0.0,0.0,3,0,216,villarreal,22
1596,1.0,0.0,1.0,0.0,0.0,4,3,216,villarreal,22
75,5.0,2.0,0.0,0.0,0.0,1,2,216,villarreal,22
55,0.0,0.0,0.0,0.0,0.0,0,0,216,espanyol,22
564,1.0,1.0,1.0,0.0,0.0,1,1,216,espanyol,22
1597,1.0,0.0,3.0,0.0,0.0,0,0,216,espanyol,22
57,0.0,0.0,0.0,0.0,0.0,0,2,216,espanyol,22
59,1.0,0.0,0.0,0.0,0.0,1,0,216,espanyol,22
1598,0.0,0.0,0.0,0.0,0.0,0,0,216,espanyol,22
63,1.0,0.0,1.0,1.0,0.0,0,2,216,espanyol,22
566,3.0,0.0,2.0,1.0,0.0,2,1,216,espanyol,22
442,4.0,1.0,1.0,0.0,0.0,2,0,216,espanyol,22
268,5.0,0.0,0.0,0.0,1.0,1,2,216,espanyol,22
1304,0.0,0.0,4.0,0.0,0.0,0,0,216,espanyol,22
22,0.0,0.0,0.0,0.0,0.0,0,0,217,betis,22
23,1.0,1.0,1.0,0.0,0.0,1,0,217,betis,22
1599,0.0,0.0,0.0,0.0,0.0,0,1,217,betis,22
1600,0.0,0.0,0.0,0.0,0.0,0,0,217,betis,22
904,1.0,0.0,2.0,0.0,0.0,0,0,217,betis,22
25,0.0,0.0,0.0,0.0,0.0,1,0,217,betis,22
31,2.0,2.0,1.0,1.0,0.0,2,2,217,betis,22
1601,1.0,0.0,1.0,0.0,0.0,2,1,217,betis,22
28,1.0,0.0,2.0,0.0,0.0,0,1,217,betis,22
1602,0.0,0.0,0.0,0.0,0.0,4,1,217,betis,22
1603,1.0,0.0,1.0,0.0,1.0,1,0,217,betis,22
187,0.0,0.0,0.0,0.0,0.0,0,0,217,atletico,22
1604,0.0,0.0,4.0,0.0,1.0,0,1,217,atletico,22
191,0.0,0.0,3.0,1.0,0.0,0,1,217,atletico,22
246,0.0,0.0,0.0,0.0,0.0,1,0,217,atletico,22
406,1.0,0.0,0.0,0.0,0.0,1,0,217,atletico,22
583,1.0,0.0,2.0,0.0,1.0,1,0,217,atletico,22
194,1.0,0.0,4.0,1.0,0.0,1,1,217,atletico,22
248,1.0,0.0,1.0,0.0,0.0,0,0,217,atletico,22
340,5.0,0.0,5.0,1.0,2.0,0,4,217,atletico,22
1239,0.0,0.0,3.0,0.0,1.0,2,3,217,atletico,22
1605,4.0,1.0,0.0,0.0,1.0,5,0,217,atletico,22
110,0.0,0.0,0.0,0.0,0.0,0,0,218,eibar,22
495,0.0,0.0,0.0,0.0,0.0,0,0,218,eibar,22
114,1.0,1.0,7.0,0.0,1.0,1,4,218,eibar,22
112,0.0,0.0,9.0,1.0,3.0,2,2,218,eibar,22
225,1.0,0.0,2.0,0.0,0.0,0,0,218,eibar,22
1606,0.0,0.0,0.0,0.0,0.0,0,1,218,eibar,22
117,5.0,1.0,7.0,0.0,2.0,5,3,218,eibar,22
569,2.0,0.0,4.0,2.0,2.0,0,0,218,eibar,22
1607,2.0,0.0,3.0,1.0,0.0,0,1,218,eibar,22
118,2.0,0.0,0.0,0.0,0.0,0,1,218,eibar,22
1608,4.0,3.0,0.0,0.0,0.0,0,0,218,eibar,22
0,0.0,0.0,0.0,0.0,0.0,0,0,218,girona,22
857,1.0,0.0,0.0,0.0,0.0,0,0,218,girona,22
317,0.0,0.0,0.0,0.0,0.0,0,1,218,girona,22
210,0.0,0.0,6.0,0.0,0.0,1,0,218,girona,22
1609,1.0,1.0,0.0,0.0,1.0,1,0,218,girona,22
1534,1.0,1.0,3.0,1.0,1.0,0,0,218,girona,22
1610,1.0,0.0,8.0,0.0,1.0,0,0,218,girona,22
319,0.0,0.0,1.0,1.0,0.0,1,1,218,girona,22
6,0.0,0.0,0.0,0.0,0.0,0,0,218,girona,22
1611,0.0,0.0,2.0,1.0,0.0,1,0,218,girona,22
321,1.0,0.0,0.0,0.0,1.0,0,0,218,girona,22
342,0.0,0.0,0.0,0.0,0.0,0,0,219,real_madrid,22
156,1.0,0.0,0.0,0.0,0.0,0,1,219,real_madrid,22
157,0.0,0.0,0.0,0.0,0.0,0,0,219,real_madrid,22
519,1.0,1.0,6.0,3.0,2.0,1,1,219,real_madrid,22
928,1.0,0.0,0.0,0.0,0.0,1,1,219,real_madrid,22
520,0.0,0.0,7.0,2.0,1.0,2,5,219,real_madrid,22
278,1.0,0.0,0.0,0.0,0.0,3,0,219,real_madrid,22
748,4.0,0.0,0.0,0.0,2.0,3,4,219,real_madrid,22
1612,3.0,2.0,0.0,0.0,1.0,1,0,219,real_madrid,22
1139,2.0,1.0,1.0,0.0,0.0,0,1,219,real_madrid,22
1613,6.0,2.0,2.0,0.0,1.0,5,1,219,real_madrid,22
99,0.0,0.0,0.0,0.0,0.0,0,0,219,alaves,22
1614,0.0,0.0,3.0,1.0,0.0,0,1,219,alaves,22
100,1.0,0.0,0.0,0.0,0.0,0,1,219,alaves,22
101,0.0,0.0,0.0,0.0,0.0,0,0,219,alaves,22
102,1.0,0.0,0.0,0.0,0.0,1,0,219,alaves,22
702,0.0,0.0,0.0,0.0,0.0,2,0,219,alaves,22
1615,0.0,0.0,0.0,0.0,0.0,1,2,219,alaves,22
1616,2.0,0.0,0.0,0.0,0.0,0,0,219,alaves,22
107,0.0,0.0,2.0,0.0,1.0,2,0,219,alaves,22
456,1.0,1.0,3.0,1.0,1.0,1,1,219,alaves,22
1617,3.0,0.0,1.0,1.0,0.0,0,1,219,alaves,22
1030,0.0,0.0,0.0,0.0,0.0,0,0,220,rayo,22
135,2.0,1.0,7.0,1.0,0.0,1,0,220,rayo,22
137,0.0,0.0,0.0,0.0,0.0,0,0,220,rayo,22
251,1.0,0.0,10.0,1.0,3.0,1,2,220,rayo,22
1110,0.0,0.0,1.0,0.0,0.0,1,0,220,rayo,22
1618,0.0,0.0,0.0,0.0,0.0,0,0,220,rayo,22
1352,1.0,0.0,4.0,1.0,0.0,1,3,220,rayo,22
1619,1.0,1.0,2.0,1.0,0.0,1,2,220,rayo,22
1620,0.0,0.0,4.0,1.0,0.0,1,0,220,rayo,22
387,3.0,0.0,2.0,0.0,0.0,1,3,220,rayo,22
390,5.0,2.0,0.0,0.0,0.0,1,1,220,rayo,22
209,0.0,0.0,0.0,0.0,0.0,0,0,220,leganes,22
1621,0.0,0.0,2.0,1.0,0.0,0,1,220,leganes,22
213,0.0,0.0,7.0,4.0,0.0,2,5,220,leganes,22
212,0.0,0.0,1.0,0.0,0.0,0,0,220,leganes,22
890,0.0,0.0,0.0,0.0,0.0,0,0,220,leganes,22
347,0.0,0.0,2.0,1.0,1.0,1,1,220,leganes,22
1622,1.0,1.0,0.0,0.0,1.0,0,1,220,leganes,22
1623,1.0,0.0,0.0,0.0,1.0,1,0,220,leganes,22
753,2.0,1.0,5.0,2.0,0.0,1,2,220,leganes,22
602,5.0,1.0,3.0,0.0,2.0,0,1,220,leganes,22
1624,4.0,1.0,1.0,0.0,1.0,0,0,220,leganes,22
11,0.0,0.0,0.0,0.0,0.0,0,0,221,valladolid,23
1086,1.0,0.0,0.0,0.0,0.0,0,0,221,valladolid,23
12,0.0,0.0,0.0,0.0,0.0,0,1,221,valladolid,23
1625,0.0,0.0,1.0,0.0,1.0,0,0,221,valladolid,23
15,1.0,1.0,7.0,1.0,0.0,0,1,221,valladolid,23
19,1.0,0.0,2.0,0.0,0.0,3,0,221,valladolid,23
509,0.0,0.0,10.0,1.0,1.0,0,1,221,valladolid,23
1626,0.0,0.0,9.0,1.0,3.0,2,0,221,valladolid,23
1627,2.0,1.0,7.0,1.0,2.0,1,1,221,valladolid,23
259,0.0,0.0,1.0,0.0,0.0,0,2,221,valladolid,23
1527,3.0,0.0,0.0,0.0,0.0,2,1,221,valladolid,23
66,0.0,0.0,0.0,0.0,0.0,0,0,221,villarreal,23
68,0.0,0.0,0.0,0.0,0.0,0,0,221,villarreal,23
69,0.0,0.0,1.0,0.0,0.0,0,0,221,villarreal,23
960,1.0,0.0,3.0,1.0,1.0,1,1,221,villarreal,23
73,1.0,1.0,7.0,2.0,1.0,0,1,221,villarreal,23
1628,0.0,0.0,0.0,0.0,0.0,0,0,221,villarreal,23
1629,1.0,1.0,0.0,0.0,0.0,0,1,221,villarreal,23
814,0.0,0.0,4.0,0.0,0.0,1,0,221,villarreal,23
1472,0.0,0.0,1.0,0.0,1.0,1,0,221,villarreal,23
75,1.0,0.0,0.0,0.0,0.0,0,0,221,villarreal,23
1630,2.0,1.0,2.0,1.0,0.0,3,1,221,villarreal,23
165,0.0,0.0,0.0,0.0,0.0,0,0,222,getafe,23
166,0.0,0.0,0.0,0.0,0.0,1,0,222,getafe,23
169,0.0,0.0,1.0,1.0,0.0,0,0,222,getafe,23
168,0.0,0.0,11.0,6.0,0.0,0,3,222,getafe,23
1576,1.0,1.0,3.0,0.0,2.0,0,0,222,getafe,23
1631,1.0,0.0,1.0,0.0,1.0,0,0,222,getafe,23
1632,1.0,1.0,2.0,1.0,0.0,0,1,222,getafe,23
170,1.0,0.0,1.0,0.0,0.0,0,1,222,getafe,23
832,1.0,0.0,1.0,0.0,0.0,3,0,222,getafe,23
1633,5.0,3.0,2.0,0.0,0.0,0,1,222,getafe,23
467,2.0,1.0,0.0,0.0,1.0,0,3,222,getafe,23
1117,0.0,0.0,0.0,0.0,0.0,0,0,222,celta,23
1634,0.0,0.0,0.0,0.0,0.0,0,0,222,celta,23
503,0.0,0.0,0.0,0.0,0.0,0,0,222,celta,23
48,1.0,1.0,0.0,0.0,0.0,0,0,222,celta,23
1635,2.0,0.0,1.0,1.0,0.0,1,2,222,celta,23
1636,1.0,0.0,1.0,0.0,2.0,0,1,222,celta,23
52,0.0,0.0,0.0,0.0,0.0,2,0,222,celta,23
1187,2.0,1.0,0.0,0.0,1.0,5,0,222,celta,23
1108,1.0,0.0,0.0,0.0,0.0,0,1,222,celta,23
716,4.0,1.0,7.0,2.0,0.0,0,2,222,celta,23
1637,0.0,0.0,0.0,0.0,0.0,0,0,222,celta,23
187,0.0,0.0,0.0,0.0,0.0,0,0,223,atletico,23
188,0.0,0.0,0.0,0.0,0.0,0,0,223,atletico,23
894,0.0,0.0,0.0,0.0,0.0,1,0,223,atletico,23
246,0.0,0.0,3.0,1.0,1.0,0,0,223,atletico,23
406,1.0,1.0,0.0,0.0,1.0,2,0,223,atletico,23
1638,1.0,0.0,3.0,1.0,0.0,1,1,223,atletico,23
193,1.0,0.0,0.0,0.0,0.0,3,0,223,atletico,23
407,0.0,0.0,0.0,0.0,0.0,1,1,223,atletico,23
340,4.0,1.0,1.0,1.0,0.0,0,3,223,atletico,23
927,1.0,0.0,2.0,0.0,1.0,1,1,223,atletico,23
1639,1.0,0.0,0.0,0.0,0.0,2,1,223,atletico,23
342,0.0,0.0,0.0,0.0,0.0,0,0,223,real_madrid,23
155,0.0,0.0,3.0,1.0,1.0,0,3,223,real_madrid,23
156,2.0,1.0,0.0,0.0,0.0,0,0,223,real_madrid,23
343,0.0,0.0,0.0,0.0,0.0,0,0,223,real_madrid,23
928,0.0,0.0,1.0,0.0,1.0,0,0,223,real_madrid,23
1640,1.0,1.0,5.0,1.0,0.0,0,1,223,real_madrid,23
520,1.0,0.0,1.0,0.0,1.0,0,1,223,real_madrid,23
278,1.0,1.0,0.0,0.0,0.0,1,0,223,real_madrid,23
799,2.0,0.0,1.0,0.0,0.0,2,1,223,real_madrid,23
1641,2.0,0.0,2.0,2.0,0.0,2,1,223,real_madrid,23
1642,0.0,0.0,0.0,0.0,1.0,2,1,223,real_madrid,23
55,0.0,0.0,0.0,0.0,0.0,0,0,224,espanyol,23
564,3.0,1.0,5.0,1.0,0.0,0,1,224,espanyol,23
56,2.0,1.0,6.0,0.0,2.0,0,1,224,espanyol,23
57,1.0,0.0,1.0,0.0,0.0,1,0,224,espanyol,23
1497,0.0,0.0,0.0,0.0,0.0,0,0,224,espanyol,23
63,3.0,2.0,2.0,0.0,1.0,0,1,224,espanyol,23
1643,0.0,0.0,1.0,0.0,0.0,0,0,224,espanyol,23
1644,0.0,0.0,1.0,0.0,1.0,0,0,224,espanyol,23
62,0.0,0.0,2.0,0.0,0.0,0,2,224,espanyol,23
268,3.0,1.0,0.0,0.0,0.0,0,0,224,espanyol,23
1645,1.0,0.0,4.0,0.0,0.0,2,0,224,espanyol,23
1030,0.0,0.0,0.0,0.0,0.0,0,0,224,rayo,23
135,1.0,0.0,3.0,1.0,0.0,3,1,224,rayo,23
137,0.0,0.0,0.0,0.0,0.0,3,0,224,rayo,23
251,0.0,0.0,2.0,1.0,0.0,0,1,224,rayo,23
1110,0.0,0.0,0.0,0.0,0.0,0,1,224,rayo,23
136,1.0,1.0,0.0,0.0,0.0,0,0,224,rayo,23
1646,0.0,0.0,4.0,1.0,0.0,2,1,224,rayo,23
1647,1.0,0.0,2.0,0.0,1.0,1,0,224,rayo,23
1648,1.0,0.0,4.0,0.0,0.0,0,0,224,rayo,23
389,0.0,0.0,2.0,1.0,0.0,1,1,224,rayo,23
390,2.0,1.0,0.0,0.0,0.0,1,0,224,rayo,23
0,0.0,0.0,0.0,0.0,0.0,0,0,225,girona,23
1649,1.0,0.0,0.0,0.0,0.0,0,0,225,girona,23
210,2.0,1.0,6.0,0.0,1.0,0,0,225,girona,23
2,1.0,0.0,2.0,0.0,0.0,1,2,225,girona,23
4,4.0,3.0,7.0,0.0,4.0,4,0,225,girona,23
1650,0.0,0.0,0.0,0.0,0.0,0,0,225,girona,23
319,1.0,1.0,0.0,0.0,1.0,1,0,225,girona,23
6,1.0,0.0,10.0,1.0,4.0,2,3,225,girona,23
686,0.0,0.0,3.0,1.0,1.0,1,1,225,girona,23
1537,0.0,0.0,7.0,0.0,1.0,2,1,225,girona,23
321,2.0,2.0,0.0,0.0,1.0,0,0,225,girona,23
1316,0.0,0.0,0.0,0.0,0.0,0,0,225,huesca,23
124,0.0,0.0,0.0,0.0,0.0,0,0,225,huesca,23
122,0.0,0.0,0.0,0.0,0.0,0,0,225,huesca,23
1651,0.0,0.0,0.0,0.0,0.0,0,0,225,huesca,23
123,0.0,0.0,1.0,0.0,0.0,4,0,225,huesca,23
1566,0.0,0.0,3.0,0.0,0.0,2,0,225,huesca,23
129,0.0,0.0,2.0,0.0,0.0,1,2,225,huesca,23
1122,1.0,1.0,1.0,0.0,0.0,0,0,225,huesca,23
