Titulares,T,TaP,C,CP,CF,Reg,PA,partido,equipo,Jornada
0,0.0,0.0,0.0,0.0,0.0,0,0,1,girona,1
1,0.0,0.0,0.0,0.0,0.0,0,0,1,girona,1
2,0.0,0.0,0.0,0.0,0.0,0,1,1,girona,1
3,1.0,0.0,2.0,0.0,0.0,1,2,1,girona,1
4,0.0,0.0,6.0,1.0,1.0,2,0,1,girona,1
5,1.0,0.0,11.0,4.0,1.0,4,2,1,girona,1
6,2.0,0.0,3.0,2.0,1.0,2,1,1,girona,1
7,3.0,0.0,3.0,0.0,0.0,3,2,1,girona,1
8,1.0,0.0,0.0,0.0,0.0,0,0,1,girona,1
9,1.0,1.0,2.0,0.0,0.0,0,0,1,girona,1
10,3.0,0.0,0.0,0.0,0.0,0,1,1,girona,1
11,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
12,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
13,0.0,0.0,2.0,0.0,0.0,0,0,1,valladolid,1
14,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
15,0.0,0.0,4.0,1.0,0.0,2,1,1,valladolid,1
16,1.0,0.0,2.0,0.0,0.0,0,0,1,valladolid,1
17,0.0,0.0,2.0,0.0,2.0,5,0,1,valladolid,1
18,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
19,1.0,1.0,5.0,1.0,0.0,0,1,1,valladolid,1
20,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
21,0.0,0.0,0.0,0.0,0.0,0,0,1,valladolid,1
22,0.0,0.0,0.0,0.0,0.0,0,0,2,betis,1
23,2.0,0.0,1.0,0.0,0.0,0,2,2,betis,1
24,0.0,0.0,0.0,0.0,0.0,1,0,2,betis,1
25,0.0,0.0,0.0,0.0,0.0,0,2,2,betis,1
26,1.0,1.0,2.0,1.0,0.0,5,2,2,betis,1
27,5.0,1.0,2.0,0.0,0.0,1,1,2,betis,1
28,4.0,0.0,4.0,1.0,2.0,2,0,2,betis,1
29,0.0,0.0,6.0,0.0,0.0,1,2,2,betis,1
30,0.0,0.0,0.0,0.0,0.0,1,0,2,betis,1
31,3.0,2.0,2.0,0.0,0.0,1,3,2,betis,1
32,4.0,3.0,1.0,0.0,1.0,2,1,2,betis,1
33,0.0,0.0,0.0,0.0,0.0,0,0,2,levante,1
34,0.0,0.0,2.0,0.0,1.0,5,0,2,levante,1
35,0.0,0.0,0.0,0.0,0.0,0,1,2,levante,1
36,0.0,0.0,0.0,0.0,0.0,0,0,2,levante,1
37,0.0,0.0,1.0,0.0,1.0,0,0,2,levante,1
38,0.0,0.0,0.0,0.0,0.0,1,0,2,levante,1
39,0.0,0.0,3.0,1.0,0.0,0,1,2,levante,1
40,3.0,3.0,0.0,0.0,1.0,3,1,2,levante,1
41,1.0,0.0,1.0,0.0,0.0,1,1,2,levante,1
42,0.0,0.0,3.0,0.0,0.0,3,0,2,levante,1
43,2.0,1.0,0.0,0.0,0.0,0,0,2,levante,1
44,0.0,0.0,0.0,0.0,0.0,0,0,3,celta,1
45,1.0,1.0,9.0,3.0,1.0,0,2,3,celta,1
46,1.0,0.0,0.0,0.0,0.0,0,0,3,celta,1
47,1.0,0.0,2.0,0.0,1.0,1,0,3,celta,1
48,0.0,0.0,0.0,0.0,0.0,0,0,3,celta,1
49,0.0,0.0,1.0,0.0,0.0,2,0,3,celta,1
50,1.0,0.0,3.0,1.0,0.0,2,2,3,celta,1
51,2.0,0.0,5.0,0.0,3.0,0,1,3,celta,1
52,1.0,0.0,1.0,0.0,1.0,1,0,3,celta,1
53,1.0,0.0,0.0,0.0,0.0,0,1,3,celta,1
54,2.0,0.0,2.0,0.0,1.0,0,4,3,celta,1
55,0.0,0.0,0.0,0.0,0.0,0,0,3,espanyol,1
56,0.0,0.0,6.0,0.0,1.0,0,2,3,espanyol,1
57,0.0,0.0,0.0,0.0,0.0,0,0,3,espanyol,1
58,0.0,0.0,1.0,1.0,1.0,0,3,3,espanyol,1
59,2.0,1.0,0.0,0.0,0.0,0,0,3,espanyol,1
60,2.0,0.0,1.0,0.0,1.0,0,0,3,espanyol,1
61,1.0,1.0,8.0,0.0,2.0,1,2,3,espanyol,1
62,0.0,0.0,0.0,0.0,0.0,1,1,3,espanyol,1
63,2.0,0.0,0.0,0.0,0.0,0,1,3,espanyol,1
64,1.0,1.0,0.0,0.0,1.0,0,0,3,espanyol,1
65,2.0,0.0,0.0,0.0,0.0,0,1,3,espanyol,1
66,0.0,0.0,0.0,0.0,0.0,0,0,4,villarreal,1
67,2.0,1.0,3.0,1.0,0.0,0,1,4,villarreal,1
68,0.0,0.0,1.0,0.0,0.0,0,0,4,villarreal,1
69,0.0,0.0,0.0,0.0,0.0,0,0,4,villarreal,1
70,1.0,0.0,0.0,0.0,0.0,1,2,4,villarreal,1
71,2.0,1.0,1.0,0.0,1.0,2,1,4,villarreal,1
72,1.0,1.0,0.0,0.0,0.0,1,2,4,villarreal,1
73,2.0,1.0,6.0,2.0,0.0,1,1,4,villarreal,1
74,0.0,0.0,0.0,0.0,0.0,1,0,4,villarreal,1
75,2.0,1.0,2.0,0.0,0.0,2,2,4,villarreal,1
76,4.0,2.0,0.0,0.0,0.0,2,1,4,villarreal,1
77,0.0,0.0,0.0,0.0,0.0,0,0,4,real_sociedad,1
78,1.0,1.0,0.0,0.0,0.0,0,0,4,real_sociedad,1
79,0.0,0.0,0.0,0.0,1.0,2,0,4,real_sociedad,1
80,0.0,0.0,0.0,0.0,0.0,0,0,4,real_sociedad,1
81,0.0,0.0,5.0,2.0,2.0,2,1,4,real_sociedad,1
82,1.0,0.0,0.0,0.0,1.0,0,0,4,real_sociedad,1
83,1.0,1.0,0.0,0.0,1.0,0,0,4,real_sociedad,1
84,1.0,0.0,6.0,3.0,1.0,0,2,4,real_sociedad,1
85,1.0,0.0,0.0,0.0,0.0,1,0,4,real_sociedad,1
86,1.0,0.0,1.0,0.0,0.0,1,0,4,real_sociedad,1
87,1.0,1.0,1.0,0.0,0.0,0,3,4,real_sociedad,1
88,0.0,0.0,0.0,0.0,0.0,1,0,5,barcelona,1
89,0.0,0.0,0.0,0.0,0.0,1,0,5,barcelona,1
90,1.0,0.0,0.0,0.0,0.0,0,0,5,barcelona,1
91,3.0,1.0,0.0,0.0,3.0,0,3,5,barcelona,1
92,0.0,0.0,1.0,0.0,1.0,1,1,5,barcelona,1
93,0.0,0.0,0.0,0.0,0.0,0,0,5,barcelona,1
94,2.0,0.0,0.0,0.0,0.0,1,1,5,barcelona,1
95,0.0,0.0,0.0,0.0,0.0,0,1,5,barcelona,1
96,4.0,1.0,0.0,0.0,2.0,0,3,5,barcelona,1
97,8.0,4.0,1.0,1.0,0.0,6,5,5,barcelona,1
98,3.0,1.0,7.0,1.0,0.0,2,2,5,barcelona,1
99,0.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
100,0.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
101,0.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
102,0.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
103,0.0,0.0,1.0,0.0,0.0,2,0,5,alaves,1
104,0.0,0.0,1.0,0.0,1.0,0,1,5,alaves,1
105,0.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
106,0.0,0.0,2.0,1.0,0.0,0,1,5,alaves,1
107,1.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
108,0.0,0.0,3.0,0.0,0.0,0,0,5,alaves,1
109,1.0,0.0,0.0,0.0,0.0,0,0,5,alaves,1
110,0.0,0.0,0.0,0.0,0.0,0,0,6,eibar,1
111,0.0,0.0,0.0,0.0,0.0,0,0,6,eibar,1
112,0.0,0.0,5.0,1.0,1.0,1,1,6,eibar,1
113,0.0,0.0,0.0,0.0,0.0,0,1,6,eibar,1
114,2.0,1.0,14.0,2.0,2.0,1,2,6,eibar,1
115,2.0,1.0,0.0,0.0,0.0,2,0,6,eibar,1
116,2.0,0.0,9.0,5.0,1.0,0,5,6,eibar,1
117,1.0,0.0,1.0,0.0,1.0,1,2,6,eibar,1
118,5.0,1.0,0.0,0.0,2.0,0,1,6,eibar,1
119,1.0,0.0,0.0,0.0,0.0,0,0,6,eibar,1
120,3.0,2.0,10.0,1.0,1.0,0,1,6,eibar,1
121,0.0,0.0,0.0,0.0,0.0,0,0,6,huesca,1
122,0.0,0.0,1.0,1.0,0.0,0,0,6,huesca,1
123,0.0,0.0,0.0,0.0,0.0,1,0,6,huesca,1
124,0.0,0.0,0.0,0.0,0.0,0,0,6,huesca,1
125,1.0,1.0,1.0,0.0,0.0,0,2,6,huesca,1
126,0.0,0.0,0.0,0.0,0.0,0,0,6,huesca,1
127,1.0,1.0,0.0,0.0,0.0,0,0,6,huesca,1
128,2.0,2.0,1.0,0.0,0.0,1,1,6,huesca,1
129,2.0,1.0,1.0,0.0,0.0,3,0,6,huesca,1
130,2.0,1.0,1.0,0.0,0.0,2,1,6,huesca,1
131,0.0,0.0,0.0,0.0,0.0,2,2,6,huesca,1
132,0.0,0.0,0.0,0.0,0.0,0,0,7,rayo,1
133,0.0,0.0,0.0,0.0,0.0,2,0,7,rayo,1
134,0.0,0.0,2.0,1.0,0.0,0,1,7,rayo,1
135,2.0,0.0,2.0,0.0,1.0,0,0,7,rayo,1
136,1.0,1.0,0.0,0.0,0.0,0,0,7,rayo,1
137,0.0,0.0,0.0,0.0,0.0,0,0,7,rayo,1
138,5.0,1.0,6.0,2.0,1.0,0,1,7,rayo,1
139,2.0,0.0,1.0,0.0,0.0,1,4,7,rayo,1
140,0.0,0.0,1.0,0.0,0.0,0,0,7,rayo,1
141,2.0,0.0,4.0,1.0,0.0,2,2,7,rayo,1
142,0.0,0.0,1.0,0.0,0.0,1,1,7,rayo,1
143,0.0,0.0,0.0,0.0,0.0,0,0,7,sevilla,1
144,0.0,0.0,0.0,0.0,0.0,0,0,7,sevilla,1
145,1.0,0.0,3.0,0.0,2.0,1,1,7,sevilla,1
146,1.0,0.0,0.0,0.0,0.0,0,1,7,sevilla,1
147,0.0,0.0,0.0,0.0,0.0,0,0,7,sevilla,1
148,3.0,1.0,4.0,1.0,1.0,2,3,7,sevilla,1
149,1.0,0.0,2.0,1.0,1.0,3,2,7,sevilla,1
150,3.0,1.0,7.0,2.0,1.0,1,3,7,sevilla,1
151,1.0,1.0,3.0,0.0,1.0,0,2,7,sevilla,1
152,0.0,0.0,1.0,1.0,0.0,1,0,7,sevilla,1
153,6.0,5.0,1.0,0.0,0.0,0,1,7,sevilla,1
154,0.0,0.0,0.0,0.0,0.0,0,0,8,real_madrid,1
155,2.0,1.0,3.0,0.0,1.0,2,0,8,real_madrid,1
156,0.0,0.0,0.0,0.0,0.0,0,0,8,real_madrid,1
157,0.0,0.0,0.0,0.0,0.0,1,0,8,real_madrid,1
158,0.0,0.0,4.0,1.0,0.0,3,1,8,real_madrid,1
159,0.0,0.0,3.0,0.0,0.0,2,1,8,real_madrid,1
160,3.0,1.0,1.0,0.0,1.0,2,0,8,real_madrid,1
161,0.0,0.0,1.0,0.0,0.0,1,0,8,real_madrid,1
162,0.0,0.0,0.0,0.0,0.0,2,1,8,real_madrid,1
163,1.0,0.0,0.0,0.0,1.0,1,1,8,real_madrid,1
164,3.0,1.0,5.0,0.0,0.0,1,0,8,real_madrid,1
165,0.0,0.0,0.0,0.0,0.0,0,0,8,getafe,1
166,0.0,0.0,0.0,0.0,0.0,0,0,8,getafe,1
167,0.0,0.0,0.0,0.0,0.0,0,0,8,getafe,1
168,0.0,0.0,1.0,0.0,0.0,3,0,8,getafe,1
169,0.0,0.0,2.0,1.0,0.0,0,1,8,getafe,1
170,0.0,0.0,0.0,0.0,0.0,0,1,8,getafe,1
171,1.0,0.0,0.0,0.0,0.0,1,2,8,getafe,1
172,1.0,0.0,1.0,0.0,0.0,1,0,8,getafe,1
173,0.0,0.0,0.0,0.0,0.0,0,0,8,getafe,1
174,0.0,0.0,1.0,0.0,0.0,0,0,8,getafe,1
175,0.0,0.0,0.0,0.0,0.0,0,0,8,getafe,1
176,0.0,0.0,0.0,0.0,0.0,0,0,9,valencia,1
177,1.0,0.0,0.0,0.0,0.0,0,1,9,valencia,1
178,0.0,0.0,1.0,1.0,1.0,0,1,9,valencia,1
179,0.0,0.0,0.0,0.0,0.0,0,0,9,valencia,1
180,0.0,0.0,1.0,1.0,0.0,1,1,9,valencia,1
181,2.0,0.0,2.0,1.0,1.0,0,2,9,valencia,1
182,1.0,0.0,1.0,0.0,0.0,1,1,9,valencia,1
183,0.0,0.0,0.0,0.0,1.0,0,0,9,valencia,1
184,3.0,1.0,2.0,0.0,0.0,0,3,9,valencia,1
185,3.0,1.0,1.0,1.0,0.0,0,2,9,valencia,1
186,1.0,0.0,0.0,0.0,1.0,0,1,9,valencia,1
187,0.0,0.0,0.0,0.0,0.0,0,0,9,atletico,1
188,0.0,0.0,0.0,0.0,0.0,1,0,9,atletico,1
189,0.0,0.0,4.0,0.0,1.0,2,0,9,atletico,1
190,2.0,0.0,0.0,0.0,0.0,0,0,9,atletico,1
191,0.0,0.0,1.0,0.0,0.0,0,0,9,atletico,1
192,0.0,0.0,7.0,2.0,1.0,0,4,9,atletico,1
193,3.0,0.0,0.0,0.0,0.0,1,0,9,atletico,1
194,0.0,0.0,3.0,0.0,1.0,1,1,9,atletico,1
195,0.0,0.0,0.0,0.0,1.0,1,2,9,atletico,1
196,1.0,1.0,1.0,0.0,2.0,1,2,9,atletico,1
197,2.0,2.0,0.0,0.0,3.0,1,0,9,atletico,1
198,0.0,0.0,0.0,0.0,0.0,0,0,10,athletic,1
199,2.0,0.0,0.0,0.0,0.0,0,0,10,athletic,1
200,2.0,0.0,2.0,1.0,1.0,0,1,10,athletic,1
201,2.0,0.0,7.0,0.0,2.0,0,0,10,athletic,1
202,2.0,1.0,0.0,0.0,0.0,0,0,10,athletic,1
203,2.0,1.0,1.0,0.0,1.0,0,2,10,athletic,1
204,2.0,0.0,11.0,7.0,0.0,1,7,10,athletic,1
205,0.0,0.0,0.0,0.0,0.0,0,0,10,athletic,1
206,0.0,0.0,1.0,0.0,0.0,1,0,10,athletic,1
207,3.0,1.0,2.0,1.0,1.0,2,2,10,athletic,1
208,2.0,2.0,0.0,0.0,1.0,0,0,10,athletic,1
209,0.0,0.0,0.0,0.0,0.0,0,0,10,leganes,1
210,1.0,0.0,2.0,0.0,0.0,0,0,10,leganes,1
211,1.0,0.0,0.0,0.0,0.0,0,0,10,leganes,1
212,1.0,0.0,0.0,0.0,0.0,0,0,10,leganes,1
213,1.0,1.0,4.0,2.0,0.0,0,2,10,leganes,1
214,0.0,0.0,3.0,2.0,0.0,2,2,10,leganes,1
215,2.0,0.0,2.0,1.0,1.0,0,2,10,leganes,1
216,1.0,0.0,1.0,1.0,0.0,3,1,10,leganes,1
217,1.0,0.0,1.0,0.0,0.0,0,1,10,leganes,1
218,0.0,0.0,0.0,0.0,0.0,1,0,10,leganes,1
219,3.0,0.0,0.0,0.0,0.0,1,0,10,leganes,1
165,0.0,0.0,0.0,0.0,0.0,0,0,11,getafe,2
166,1.0,0.0,0.0,0.0,0.0,1,0,11,getafe,2
220,2.0,0.0,4.0,1.0,1.0,0,0,11,getafe,2
167,0.0,0.0,0.0,0.0,0.0,0,0,11,getafe,2
168,0.0,0.0,2.0,1.0,0.0,0,1,11,getafe,2
221,0.0,0.0,0.0,0.0,0.0,3,2,11,getafe,2
171,0.0,0.0,1.0,1.0,0.0,0,0,11,getafe,2
222,0.0,0.0,3.0,0.0,1.0,1,0,11,getafe,2
170,1.0,1.0,0.0,0.0,1.0,0,0,11,getafe,2
223,1.0,1.0,1.0,0.0,0.0,1,1,11,getafe,2
224,0.0,0.0,0.0,0.0,1.0,0,1,11,getafe,2
110,0.0,0.0,0.0,0.0,0.0,0,0,11,eibar,2
114,1.0,0.0,5.0,2.0,0.0,2,1,11,eibar,2
111,0.0,0.0,0.0,0.0,0.0,0,0,11,eibar,2
112,0.0,0.0,3.0,0.0,0.0,0,0,11,eibar,2
225,1.0,0.0,0.0,0.0,0.0,0,0,11,eibar,2
115,2.0,0.0,0.0,0.0,0.0,0,0,11,eibar,2
226,0.0,0.0,0.0,0.0,0.0,1,1,11,eibar,2
227,0.0,0.0,5.0,3.0,0.0,3,2,11,eibar,2
118,1.0,0.0,0.0,0.0,1.0,0,0,11,eibar,2
228,2.0,0.0,0.0,0.0,1.0,0,1,11,eibar,2
229,1.0,0.0,4.0,1.0,2.0,2,1,11,eibar,2
209,0.0,0.0,0.0,0.0,0.0,0,0,12,leganes,2
230,1.0,0.0,0.0,0.0,0.0,0,0,12,leganes,2
212,2.0,0.0,1.0,0.0,1.0,0,0,12,leganes,2
214,0.0,0.0,10.0,4.0,0.0,2,0,12,leganes,2
213,2.0,0.0,16.0,6.0,2.0,0,5,12,leganes,2
215,2.0,0.0,1.0,0.0,0.0,0,2,12,leganes,2
231,3.0,2.0,5.0,3.0,1.0,0,3,12,leganes,2
232,0.0,0.0,1.0,0.0,0.0,0,0,12,leganes,2
218,1.0,1.0,0.0,0.0,1.0,0,1,12,leganes,2
233,1.0,0.0,4.0,1.0,0.0,0,1,12,leganes,2
234,4.0,1.0,0.0,0.0,0.0,0,2,12,leganes,2
77,0.0,0.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
235,0.0,0.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
79,0.0,0.0,0.0,0.0,0.0,2,0,12,real_sociedad,2
80,0.0,0.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
81,1.0,0.0,1.0,0.0,0.0,1,1,12,real_sociedad,2
82,1.0,1.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
83,0.0,0.0,0.0,0.0,0.0,1,1,12,real_sociedad,2
236,1.0,1.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
237,0.0,0.0,0.0,0.0,0.0,0,0,12,real_sociedad,2
238,2.0,2.0,0.0,0.0,0.0,1,0,12,real_sociedad,2
87,1.0,1.0,0.0,0.0,0.0,1,2,12,real_sociedad,2
99,0.0,0.0,0.0,0.0,0.0,0,1,13,alaves,2
101,1.0,0.0,0.0,0.0,0.0,0,0,13,alaves,2
100,2.0,1.0,4.0,1.0,0.0,0,0,13,alaves,2
102,0.0,0.0,0.0,0.0,0.0,0,0,13,alaves,2
103,0.0,0.0,1.0,0.0,0.0,1,1,13,alaves,2
239,4.0,1.0,13.0,2.0,4.0,2,1,13,alaves,2
106,2.0,1.0,1.0,0.0,0.0,0,1,13,alaves,2
107,2.0,0.0,0.0,0.0,0.0,1,1,13,alaves,2
104,1.0,0.0,3.0,1.0,0.0,0,1,13,alaves,2
240,0.0,0.0,0.0,0.0,0.0,0,0,13,alaves,2
241,2.0,0.0,0.0,0.0,0.0,0,0,13,alaves,2
22,0.0,0.0,0.0,0.0,0.0,0,0,13,betis,2
23,2.0,0.0,1.0,1.0,1.0,2,0,13,betis,2
24,0.0,0.0,0.0,0.0,0.0,0,0,13,betis,2
26,0.0,0.0,6.0,1.0,3.0,0,0,13,betis,2
25,0.0,0.0,0.0,0.0,0.0,0,0,13,betis,2
242,1.0,1.0,3.0,0.0,0.0,0,1,13,betis,2
31,2.0,0.0,4.0,2.0,2.0,2,4,13,betis,2
243,1.0,0.0,1.0,1.0,0.0,0,1,13,betis,2
244,0.0,0.0,0.0,0.0,0.0,0,0,13,betis,2
28,1.0,1.0,4.0,1.0,0.0,2,2,13,betis,2
32,4.0,1.0,1.0,0.0,0.0,0,2,13,betis,2
187,0.0,0.0,0.0,0.0,0.0,0,0,14,atletico,2
188,0.0,0.0,0.0,0.0,0.0,0,0,14,atletico,2
190,1.0,0.0,0.0,0.0,0.0,0,2,14,atletico,2
245,0.0,0.0,1.0,1.0,0.0,0,0,14,atletico,2
246,2.0,0.0,5.0,1.0,2.0,0,0,14,atletico,2
193,3.0,0.0,1.0,0.0,1.0,2,1,14,atletico,2
247,1.0,1.0,4.0,1.0,2.0,3,2,14,atletico,2
248,0.0,0.0,0.0,0.0,0.0,0,0,14,atletico,2
249,2.0,1.0,5.0,2.0,0.0,1,1,14,atletico,2
250,0.0,0.0,3.0,1.0,2.0,2,1,14,atletico,2
197,0.0,0.0,0.0,0.0,1.0,1,0,14,atletico,2
132,0.0,0.0,0.0,0.0,0.0,0,0,14,rayo,2
251,1.0,0.0,2.0,0.0,0.0,1,0,14,rayo,2
136,0.0,0.0,0.0,0.0,0.0,0,0,14,rayo,2
135,1.0,0.0,3.0,1.0,0.0,0,3,14,rayo,2
137,0.0,0.0,0.0,0.0,0.0,4,0,14,rayo,2
138,4.0,1.0,10.0,2.0,2.0,2,2,14,rayo,2
252,0.0,0.0,0.0,0.0,0.0,0,0,14,rayo,2
253,0.0,0.0,2.0,1.0,0.0,3,0,14,rayo,2
139,2.0,0.0,2.0,1.0,1.0,3,3,14,rayo,2
254,0.0,0.0,1.0,1.0,0.0,2,1,14,rayo,2
255,2.0,0.0,2.0,0.0,2.0,0,2,14,rayo,2
11,0.0,0.0,0.0,0.0,0.0,0,0,15,valladolid,2
12,1.0,1.0,0.0,0.0,0.0,0,0,15,valladolid,2
14,0.0,0.0,0.0,0.0,0.0,0,0,15,valladolid,2
13,0.0,0.0,0.0,0.0,0.0,0,2,15,valladolid,2
15,0.0,0.0,4.0,0.0,1.0,0,1,15,valladolid,2
256,0.0,0.0,0.0,0.0,0.0,0,0,15,valladolid,2
19,2.0,1.0,6.0,2.0,0.0,1,0,15,valladolid,2
257,0.0,0.0,2.0,0.0,0.0,1,0,15,valladolid,2
258,0.0,0.0,1.0,0.0,0.0,2,0,15,valladolid,2
259,1.0,0.0,3.0,2.0,2.0,1,1,15,valladolid,2
260,2.0,1.0,0.0,0.0,2.0,0,1,15,valladolid,2
88,0.0,0.0,0.0,0.0,0.0,0,0,15,barcelona,2
90,0.0,0.0,0.0,0.0,0.0,0,0,15,barcelona,2
91,0.0,0.0,3.0,0.0,5.0,2,1,15,barcelona,2
92,0.0,0.0,0.0,0.0,1.0,1,1,15,barcelona,2
93,0.0,0.0,0.0,0.0,0.0,1,0,15,barcelona,2
94,0.0,0.0,2.0,1.0,0.0,0,0,15,barcelona,2
261,0.0,0.0,0.0,0.0,0.0,0,1,15,barcelona,2
262,1.0,1.0,2.0,0.0,2.0,2,2,15,barcelona,2
263,2.0,1.0,1.0,1.0,1.0,0,0,15,barcelona,2
97,1.0,0.0,3.0,0.0,0.0,4,0,15,barcelona,2
264,5.0,2.0,6.0,0.0,1.0,1,0,15,barcelona,2
55,0.0,0.0,0.0,0.0,0.0,0,0,16,espanyol,2
56,2.0,1.0,4.0,1.0,3.0,0,1,16,espanyol,2
57,0.0,0.0,0.0,0.0,0.0,0,0,16,espanyol,2
58,0.0,0.0,5.0,1.0,1.0,0,3,16,espanyol,2
59,2.0,2.0,0.0,0.0,0.0,3,0,16,espanyol,2
62,1.0,0.0,0.0,0.0,0.0,4,0,16,espanyol,2
265,1.0,1.0,6.0,3.0,0.0,0,4,16,espanyol,2
63,3.0,0.0,0.0,0.0,1.0,1,0,16,espanyol,2
266,3.0,1.0,4.0,1.0,0.0,0,1,16,espanyol,2
267,4.0,2.0,1.0,0.0,1.0,2,2,16,espanyol,2
268,2.0,2.0,0.0,0.0,0.0,0,3,16,espanyol,2
176,0.0,0.0,0.0,0.0,0.0,0,0,16,valencia,2
177,0.0,0.0,0.0,0.0,0.0,0,0,16,valencia,2
178,1.0,0.0,7.0,1.0,3.0,0,2,16,valencia,2
180,1.0,0.0,0.0,0.0,0.0,0,0,16,valencia,2
269,0.0,0.0,0.0,0.0,0.0,0,0,16,valencia,2
181,0.0,0.0,7.0,2.0,1.0,0,1,16,valencia,2
270,3.0,0.0,3.0,1.0,2.0,1,2,16,valencia,2
183,3.0,2.0,0.0,0.0,1.0,1,1,16,valencia,2
271,1.0,0.0,0.0,0.0,0.0,0,2,16,valencia,2
272,2.0,1.0,0.0,0.0,1.0,1,1,16,valencia,2
186,2.0,1.0,0.0,0.0,0.0,0,0,16,valencia,2
0,0.0,0.0,0.0,0.0,0.0,0,0,17,girona,2
1,0.0,0.0,0.0,0.0,0.0,0,0,17,girona,2
2,1.0,1.0,0.0,0.0,0.0,0,0,17,girona,2
3,0.0,0.0,1.0,0.0,0.0,0,0,17,girona,2
273,0.0,0.0,3.0,1.0,0.0,0,3,17,girona,2
5,2.0,1.0,4.0,2.0,1.0,1,1,17,girona,2
274,2.0,0.0,0.0,0.0,0.0,0,0,17,girona,2
6,0.0,0.0,4.0,1.0,2.0,2,0,17,girona,2
275,1.0,0.0,0.0,0.0,0.0,0,0,17,girona,2
7,2.0,2.0,1.0,0.0,0.0,1,0,17,girona,2
276,2.0,1.0,0.0,0.0,1.0,1,0,17,girona,2
154,0.0,0.0,0.0,0.0,0.0,0,0,17,real_madrid,2
155,0.0,0.0,3.0,0.0,2.0,1,0,17,real_madrid,2
156,3.0,1.0,0.0,0.0,0.0,0,0,17,real_madrid,2
157,1.0,0.0,1.0,0.0,2.0,0,1,17,real_madrid,2
277,2.0,0.0,3.0,1.0,0.0,1,3,17,real_madrid,2
159,2.0,1.0,5.0,0.0,1.0,1,1,17,real_madrid,2
278,0.0,0.0,0.0,0.0,0.0,1,0,17,real_madrid,2
160,2.0,0.0,6.0,2.0,1.0,1,1,17,real_madrid,2
279,2.0,1.0,1.0,0.0,0.0,1,2,17,real_madrid,2
163,3.0,2.0,0.0,0.0,0.0,2,3,17,real_madrid,2
280,4.0,2.0,2.0,1.0,0.0,3,3,17,real_madrid,2
143,0.0,0.0,0.0,0.0,0.0,0,0,18,sevilla,2
144,0.0,0.0,0.0,0.0,0.0,0,0,18,sevilla,2
281,3.0,0.0,3.0,1.0,0.0,0,2,18,sevilla,2
146,1.0,0.0,0.0,0.0,0.0,0,0,18,sevilla,2
147,0.0,0.0,0.0,0.0,0.0,0,0,18,sevilla,2
282,1.0,0.0,5.0,2.0,2.0,2,2,18,sevilla,2
148,1.0,0.0,13.0,3.0,1.0,1,0,18,sevilla,2
283,3.0,0.0,6.0,2.0,0.0,0,3,18,sevilla,2
284,2.0,0.0,0.0,0.0,1.0,1,2,18,sevilla,2
152,2.0,1.0,1.0,0.0,0.0,1,0,18,sevilla,2
153,4.0,1.0,1.0,1.0,0.0,1,2,18,sevilla,2
66,0.0,0.0,0.0,0.0,0.0,0,0,18,villarreal,2
67,0.0,0.0,0.0,0.0,0.0,0,0,18,villarreal,2
68,0.0,0.0,0.0,0.0,0.0,0,0,18,villarreal,2
285,1.0,0.0,0.0,0.0,0.0,0,0,18,villarreal,2
286,3.0,1.0,0.0,0.0,1.0,1,0,18,villarreal,2
287,1.0,0.0,1.0,0.0,0.0,0,3,18,villarreal,2
73,1.0,1.0,5.0,1.0,0.0,1,2,18,villarreal,2
288,2.0,0.0,5.0,2.0,1.0,1,2,18,villarreal,2
72,0.0,0.0,0.0,0.0,0.0,0,1,18,villarreal,2
289,3.0,3.0,1.0,0.0,2.0,1,0,18,villarreal,2
75,1.0,0.0,1.0,0.0,0.0,1,3,18,villarreal,2
33,0.0,0.0,0.0,0.0,0.0,0,0,19,levante,2
34,1.0,0.0,7.0,0.0,1.0,1,0,19,levante,2
36,0.0,0.0,0.0,0.0,0.0,0,0,19,levante,2
37,0.0,0.0,7.0,1.0,0.0,1,1,19,levante,2
290,0.0,0.0,0.0,0.0,0.0,0,0,19,levante,2
291,0.0,0.0,0.0,0.0,0.0,0,0,19,levante,2
292,3.0,1.0,5.0,0.0,2.0,1,1,19,levante,2
40,4.0,3.0,7.0,3.0,1.0,2,5,19,levante,2
293,0.0,0.0,5.0,1.0,1.0,1,1,19,levante,2
42,0.0,0.0,3.0,1.0,0.0,0,0,19,levante,2
